1 #anatomical sites
2 #samples
31 #characters
#sample_index	sample_label	anatomical_site_index	anatomical_site_label	character_index	character_label	f-	f+
0	P_0	0	P	0	0	1	1
0	P_0	0	P	1	1	1	1
0	P_0	0	P	2	12	0.737373	0.737373
0	P_0	0	P	3	13	0.737373	0.737373
0	P_0	0	P	4	15	0.737373	0.737373
0	P_0	0	P	5	18	0.737373	0.737373
0	P_0	0	P	6	2	0	0
0	P_0	0	P	7	20	0.737373	0.737373
0	P_0	0	P	8	25	0.737373	0.737373
0	P_0	0	P	9	26	0.737373	0.737373
0	P_0	0	P	10	28	0.737373	0.737373
0	P_0	0	P	11	29	0.737373	0.737373
0	P_0	0	P	12	3	0	0
0	P_0	0	P	13	34	0.737373	0.737373
0	P_0	0	P	14	35	0.737373	0.737373
0	P_0	0	P	15	36	0.737373	0.737373
0	P_0	0	P	16	37	0.737373	0.737373
0	P_0	0	P	17	38	0.737373	0.737373
0	P_0	0	P	18	4	0.737373	0.737373
0	P_0	0	P	19	40	0.737373	0.737373
0	P_0	0	P	20	41	0.737373	0.737373
0	P_0	0	P	21	43	0.737373	0.737373
0	P_0	0	P	22	44	0.737373	0.737373
0	P_0	0	P	23	47	0	0
0	P_0	0	P	24	48	0	0
0	P_0	0	P	25	5	0	0
0	P_0	0	P	26	50	0	0
0	P_0	0	P	27	54	0	0
0	P_0	0	P	28	7	0.737373	0.737373
0	P_0	0	P	29	8	0	0
0	P_0	0	P	30	9	0.737373	0.737373
1	P_1	0	P	0	0	1	1
1	P_1	0	P	1	1	0.506594	0.506594
1	P_1	0	P	2	12	0.506594	0.506594
1	P_1	0	P	3	13	0.506594	0.506594
1	P_1	0	P	4	15	0.506594	0.506594
1	P_1	0	P	5	18	0.506594	0.506594
1	P_1	0	P	6	2	0.493406	0.493406
1	P_1	0	P	7	20	0.506594	0.506594
1	P_1	0	P	8	25	0.506594	0.506594
1	P_1	0	P	9	26	0.506594	0.506594
1	P_1	0	P	10	28	0.506594	0.506594
1	P_1	0	P	11	29	0.506594	0.506594
1	P_1	0	P	12	3	0.493406	0.493406
1	P_1	0	P	13	34	0.506594	0.506594
1	P_1	0	P	14	35	0.506594	0.506594
1	P_1	0	P	15	36	0.506594	0.506594
1	P_1	0	P	16	37	0.506594	0.506594
1	P_1	0	P	17	38	0.506594	0.506594
1	P_1	0	P	18	4	0.506594	0.506594
1	P_1	0	P	19	40	0.506594	0.506594
1	P_1	0	P	20	41	0.506594	0.506594
1	P_1	0	P	21	43	0.348266	0.348266
1	P_1	0	P	22	44	0.214842	0.214842
1	P_1	0	P	23	47	0.118188	0.118188
1	P_1	0	P	24	48	0.214842	0.214842
1	P_1	0	P	25	5	0.23163	0.23163
1	P_1	0	P	26	50	0.118188	0.118188
1	P_1	0	P	27	54	0.0305847	0.0305847
1	P_1	0	P	28	7	0.506594	0.506594
1	P_1	0	P	29	8	0.101051	0.101051
1	P_1	0	P	30	9	0.506594	0.506594
