1 #anatomical sites
10 #samples
7 #characters
#sample_index	sample_label	anatomical_site_index	anatomical_site_label	character_index	character_label	f-	f+
0	P_0	0	P	0	0;1;2	1	1
0	P_0	0	P	1	3	1	1
0	P_0	0	P	2	4;5;6	0	0
0	P_0	0	P	3	7;12	0	0
0	P_0	0	P	4	8	0	0
0	P_0	0	P	5	10	0	0
0	P_0	0	P	6	9;11	0	0
1	P_1	0	P	0	0;1;2	0	0
1	P_1	0	P	1	3	0	0
1	P_1	0	P	2	4;5;6	0	0
1	P_1	0	P	3	7;12	0	0
1	P_1	0	P	4	8	0	0
1	P_1	0	P	5	10	0	0
1	P_1	0	P	6	9;11	0	0
2	P_2	0	P	0	0;1;2	0	0
2	P_2	0	P	1	3	0	0
2	P_2	0	P	2	4;5;6	0	0
2	P_2	0	P	3	7;12	0	0
2	P_2	0	P	4	8	0	0
2	P_2	0	P	5	10	0	0
2	P_2	0	P	6	9;11	0	0
3	P_3	0	P	0	0;1;2	1	1
3	P_3	0	P	1	3	0.686086	0.686086
3	P_3	0	P	2	4;5;6	0.686086	0.686086
3	P_3	0	P	3	7;12	0.194284	0.194284
3	P_3	0	P	4	8	0	0
3	P_3	0	P	5	10	0	0
3	P_3	0	P	6	9;11	0.11963	0.11963
4	P_4	0	P	0	0;1;2	0	0
4	P_4	0	P	1	3	0	0
4	P_4	0	P	2	4;5;6	0	0
4	P_4	0	P	3	7;12	0	0
4	P_4	0	P	4	8	0	0
4	P_4	0	P	5	10	0	0
4	P_4	0	P	6	9;11	0	0
5	P_5	0	P	0	0;1;2	1	1
5	P_5	0	P	1	3	0	0
5	P_5	0	P	2	4;5;6	0	0
5	P_5	0	P	3	7;12	0	0
5	P_5	0	P	4	8	0	0
5	P_5	0	P	5	10	0	0
5	P_5	0	P	6	9;11	0	0
6	P_6	0	P	0	0;1;2	0	0
6	P_6	0	P	1	3	0	0
6	P_6	0	P	2	4;5;6	0	0
6	P_6	0	P	3	7;12	0	0
6	P_6	0	P	4	8	0	0
6	P_6	0	P	5	10	0	0
6	P_6	0	P	6	9;11	0	0
7	P_7	0	P	0	0;1;2	1	1
7	P_7	0	P	1	3	0	0
7	P_7	0	P	2	4;5;6	0	0
7	P_7	0	P	3	7;12	0	0
7	P_7	0	P	4	8	1	1
7	P_7	0	P	5	10	0	0
7	P_7	0	P	6	9;11	0	0
8	P_8	0	P	0	0;1;2	0	0
8	P_8	0	P	1	3	0	0
8	P_8	0	P	2	4;5;6	0	0
8	P_8	0	P	3	7;12	0	0
8	P_8	0	P	4	8	0	0
8	P_8	0	P	5	10	0	0
8	P_8	0	P	6	9;11	0	0
9	P_9	0	P	0	0;1;2	1	1
9	P_9	0	P	1	3	0	0
9	P_9	0	P	2	4;5;6	0	0
9	P_9	0	P	3	7;12	0	0
9	P_9	0	P	4	8	1	1
9	P_9	0	P	5	10	1	1
9	P_9	0	P	6	9;11	0	0
