1 #anatomical sites
5 #samples
13 #characters
#sample_index	sample_label	anatomical_site_index	anatomical_site_label	character_index	character_label	f-	f+
0	P_0	0	P	0	0;1;2	1	1
0	P_0	0	P	1	3	0.85823	0.85823
0	P_0	0	P	2	4	0.599925	0.599925
0	P_0	0	P	3	6;7	0.599925	0.599925
0	P_0	0	P	4	10	0	0
0	P_0	0	P	5	24;27	0	0
0	P_0	0	P	6	11;13;14;15	0	0
0	P_0	0	P	7	21	0	0
0	P_0	0	P	8	16	0	0
0	P_0	0	P	9	18;20;23	0	0
0	P_0	0	P	10	5	0.258305	0.258305
0	P_0	0	P	11	19;22;25	0.258305	0.258305
0	P_0	0	P	12	8;9;12;17	0.14177	0.14177
1	P_1	0	P	0	0;1;2	1	1
1	P_1	0	P	1	3	1	1
1	P_1	0	P	2	4	1	1
1	P_1	0	P	3	6;7	1	1
1	P_1	0	P	4	10	0	0
1	P_1	0	P	5	24;27	0	0
1	P_1	0	P	6	11;13;14;15	0	0
1	P_1	0	P	7	21	1	1
1	P_1	0	P	8	16	0	0
1	P_1	0	P	9	18;20;23	0	0
1	P_1	0	P	10	5	0	0
1	P_1	0	P	11	19;22;25	0	0
1	P_1	0	P	12	8;9;12;17	0	0
2	P_2	0	P	0	0;1;2	1	1
2	P_2	0	P	1	3	1	1
2	P_2	0	P	2	4	1	1
2	P_2	0	P	3	6;7	0	0
2	P_2	0	P	4	10	0	0
2	P_2	0	P	5	24;27	0	0
2	P_2	0	P	6	11;13;14;15	0	0
2	P_2	0	P	7	21	0	0
2	P_2	0	P	8	16	1	1
2	P_2	0	P	9	18;20;23	1	1
2	P_2	0	P	10	5	0	0
2	P_2	0	P	11	19;22;25	0	0
2	P_2	0	P	12	8;9;12;17	0	0
3	P_3	0	P	0	0;1;2	1	1
3	P_3	0	P	1	3	1	1
3	P_3	0	P	2	4	1	1
3	P_3	0	P	3	6;7	0.718281	0.718281
3	P_3	0	P	4	10	0.411068	0.411068
3	P_3	0	P	5	24;27	0.123597	0.123597
3	P_3	0	P	6	11;13;14;15	0.307213	0.307213
3	P_3	0	P	7	21	0	0
3	P_3	0	P	8	16	0.28172	0.28172
3	P_3	0	P	9	18;20;23	0	0
3	P_3	0	P	10	5	0	0
3	P_3	0	P	11	19;22;25	0	0
3	P_3	0	P	12	8;9;12;17	0	0
4	P_4	0	P	0	0;1;2	1	1
4	P_4	0	P	1	3	1	1
4	P_4	0	P	2	4	0.180269	0.180269
4	P_4	0	P	3	6;7	0	0
4	P_4	0	P	4	10	0	0
4	P_4	0	P	5	24;27	0	0
4	P_4	0	P	6	11;13;14;15	0	0
4	P_4	0	P	7	21	0	0
4	P_4	0	P	8	16	0	0
4	P_4	0	P	9	18;20;23	0	0
4	P_4	0	P	10	5	0.819731	0.819731
4	P_4	0	P	11	19;22;25	0	0
4	P_4	0	P	12	8;9;12;17	0	0
