1 #anatomical sites
1 #samples
13 #characters
#sample_index	sample_label	anatomical_site_index	anatomical_site_label	character_index	character_label	f-	f+
0	P_0	0	P	0	0;1;2;3;4;5	1	1
0	P_0	0	P	1	6	0.776495	0.776495
0	P_0	0	P	2	9;11	0.116214	0.116214
0	P_0	0	P	3	18;19;23	0.0279543	0.0279543
0	P_0	0	P	4	10	0.614733	0.614733
0	P_0	0	P	5	14;17	0.1635	0.1635
0	P_0	0	P	6	25	0.0525783	0.0525783
0	P_0	0	P	7	15	0.265603	0.265603
0	P_0	0	P	8	21;24	0.0549285	0.0549285
0	P_0	0	P	9	16	0.105812	0.105812
0	P_0	0	P	10	12;13	0.0455475	0.0455475
0	P_0	0	P	11	7;8	0.223505	0.223505
0	P_0	0	P	12	20;22;26	0.0595328	0.0595328
