1 #anatomical sites
5 #samples
15 #characters
#sample_index	sample_label	anatomical_site_index	anatomical_site_label	character_index	character_label	f-	f+
0	P_0	0	P	0	0	1	1
0	P_0	0	P	1	1	0.512204	0.512204
0	P_0	0	P	2	4;8;9;10;11;12;13;14;15;16;17;18;19;20;21;22	0.176982	0.176982
0	P_0	0	P	3	23	0.176982	0.176982
0	P_0	0	P	4	27	0.176982	0.176982
0	P_0	0	P	5	29;31	0	0
0	P_0	0	P	6	30	0	0
0	P_0	0	P	7	24	0	0
0	P_0	0	P	8	25;34	0	0
0	P_0	0	P	9	28;32	0	0
0	P_0	0	P	10	35	0	0
0	P_0	0	P	11	33	0	0
0	P_0	0	P	12	26	0	0
0	P_0	0	P	13	7	0.335222	0.335222
0	P_0	0	P	14	2;3;5;6	0.487796	0.487796
1	P_1	0	P	0	0	1	1
1	P_1	0	P	1	1	1	1
1	P_1	0	P	2	4;8;9;10;11;12;13;14;15;16;17;18;19;20;21;22	1	1
1	P_1	0	P	3	23	0	0
1	P_1	0	P	4	27	0	0
1	P_1	0	P	5	29;31	0	0
1	P_1	0	P	6	30	0	0
1	P_1	0	P	7	24	1	1
1	P_1	0	P	8	25;34	0	0
1	P_1	0	P	9	28;32	1	1
1	P_1	0	P	10	35	0	0
1	P_1	0	P	11	33	0	0
1	P_1	0	P	12	26	0	0
1	P_1	0	P	13	7	0	0
1	P_1	0	P	14	2;3;5;6	0	0
2	P_2	0	P	0	0	1	1
2	P_2	0	P	1	1	1	1
2	P_2	0	P	2	4;8;9;10;11;12;13;14;15;16;17;18;19;20;21;22	1	1
2	P_2	0	P	3	23	0	0
2	P_2	0	P	4	27	0	0
2	P_2	0	P	5	29;31	0	0
2	P_2	0	P	6	30	0	0
2	P_2	0	P	7	24	1	1
2	P_2	0	P	8	25;34	0	0
2	P_2	0	P	9	28;32	0	0
2	P_2	0	P	10	35	0	0
2	P_2	0	P	11	33	1	1
2	P_2	0	P	12	26	0	0
2	P_2	0	P	13	7	0	0
2	P_2	0	P	14	2;3;5;6	0	0
3	P_3	0	P	0	0	1	1
3	P_3	0	P	1	1	1	1
3	P_3	0	P	2	4;8;9;10;11;12;13;14;15;16;17;18;19;20;21;22	1	1
3	P_3	0	P	3	23	0.45019	0.45019
3	P_3	0	P	4	27	0	0
3	P_3	0	P	5	29;31	0.346696	0.346696
3	P_3	0	P	6	30	0.103494	0.103494
3	P_3	0	P	7	24	0.549811	0.549811
3	P_3	0	P	8	25;34	0.138116	0.138116
3	P_3	0	P	9	28;32	0.411695	0.411695
3	P_3	0	P	10	35	0.411695	0.411695
3	P_3	0	P	11	33	0	0
3	P_3	0	P	12	26	0	0
3	P_3	0	P	13	7	0	0
3	P_3	0	P	14	2;3;5;6	0	0
4	P_4	0	P	0	0	1	1
4	P_4	0	P	1	1	1	1
4	P_4	0	P	2	4;8;9;10;11;12;13;14;15;16;17;18;19;20;21;22	0.727353	0.727353
4	P_4	0	P	3	23	0	0
4	P_4	0	P	4	27	0	0
4	P_4	0	P	5	29;31	0	0
4	P_4	0	P	6	30	0	0
4	P_4	0	P	7	24	0	0
4	P_4	0	P	8	25;34	0	0
4	P_4	0	P	9	28;32	0	0
4	P_4	0	P	10	35	0	0
4	P_4	0	P	11	33	0	0
4	P_4	0	P	12	26	0.727353	0.727353
4	P_4	0	P	13	7	0	0
4	P_4	0	P	14	2;3;5;6	0	0
