1 #anatomical sites
10 #samples
15 #characters
#sample_index	sample_label	anatomical_site_index	anatomical_site_label	character_index	character_label	f-	f+
0	P_0	0	P	0	0;1;2	1	1
0	P_0	0	P	1	3	1	1
0	P_0	0	P	2	4	1	1
0	P_0	0	P	3	8;17;19	0	0
0	P_0	0	P	4	9	0	0
0	P_0	0	P	5	18	0	0
0	P_0	0	P	6	5	0	0
0	P_0	0	P	7	6	0	0
0	P_0	0	P	8	7;13	0	0
0	P_0	0	P	9	14	0	0
0	P_0	0	P	10	12	0	0
0	P_0	0	P	11	16	0	0
0	P_0	0	P	12	11	0	0
0	P_0	0	P	13	10;20;21	0	0
0	P_0	0	P	14	15	0	0
1	P_1	0	P	0	0;1;2	0	0
1	P_1	0	P	1	3	0	0
1	P_1	0	P	2	4	0	0
1	P_1	0	P	3	8;17;19	0	0
1	P_1	0	P	4	9	0	0
1	P_1	0	P	5	18	0	0
1	P_1	0	P	6	5	0	0
1	P_1	0	P	7	6	0	0
1	P_1	0	P	8	7;13	0	0
1	P_1	0	P	9	14	0	0
1	P_1	0	P	10	12	0	0
1	P_1	0	P	11	16	0	0
1	P_1	0	P	12	11	0	0
1	P_1	0	P	13	10;20;21	0	0
1	P_1	0	P	14	15	0	0
2	P_2	0	P	0	0;1;2	1	1
2	P_2	0	P	1	3	1	1
2	P_2	0	P	2	4	0	0
2	P_2	0	P	3	8;17;19	0	0
2	P_2	0	P	4	9	0	0
2	P_2	0	P	5	18	0	0
2	P_2	0	P	6	5	0	0
2	P_2	0	P	7	6	1	1
2	P_2	0	P	8	7;13	0	0
2	P_2	0	P	9	14	0	0
2	P_2	0	P	10	12	1	1
2	P_2	0	P	11	16	0	0
2	P_2	0	P	12	11	0	0
2	P_2	0	P	13	10;20;21	0	0
2	P_2	0	P	14	15	0	0
3	P_3	0	P	0	0;1;2	1	1
3	P_3	0	P	1	3	1	1
3	P_3	0	P	2	4	0.745584	0.745584
3	P_3	0	P	3	8;17;19	0.462174	0.462174
3	P_3	0	P	4	9	0.28341	0.28341
3	P_3	0	P	5	18	0	0
3	P_3	0	P	6	5	0	0
3	P_3	0	P	7	6	0.254416	0.254416
3	P_3	0	P	8	7;13	0.254416	0.254416
3	P_3	0	P	9	14	0	0
3	P_3	0	P	10	12	0	0
3	P_3	0	P	11	16	0	0
3	P_3	0	P	12	11	0	0
3	P_3	0	P	13	10;20;21	0	0
3	P_3	0	P	14	15	0	0
4	P_4	0	P	0	0;1;2	1	1
4	P_4	0	P	1	3	1	1
4	P_4	0	P	2	4	0	0
4	P_4	0	P	3	8;17;19	0	0
4	P_4	0	P	4	9	0	0
4	P_4	0	P	5	18	0	0
4	P_4	0	P	6	5	0	0
4	P_4	0	P	7	6	1	1
4	P_4	0	P	8	7;13	0	0
4	P_4	0	P	9	14	0	0
4	P_4	0	P	10	12	1	1
4	P_4	0	P	11	16	1	1
4	P_4	0	P	12	11	0	0
4	P_4	0	P	13	10;20;21	0	0
4	P_4	0	P	14	15	0	0
5	P_5	0	P	0	0;1;2	1	1
5	P_5	0	P	1	3	1	1
5	P_5	0	P	2	4	0	0
5	P_5	0	P	3	8;17;19	0	0
5	P_5	0	P	4	9	0	0
5	P_5	0	P	5	18	0	0
5	P_5	0	P	6	5	0	0
5	P_5	0	P	7	6	0.365979	0.365979
5	P_5	0	P	8	7;13	0.365979	0.365979
5	P_5	0	P	9	14	0.365979	0.365979
5	P_5	0	P	10	12	0	0
5	P_5	0	P	11	16	0	0
5	P_5	0	P	12	11	0	0
5	P_5	0	P	13	10;20;21	0	0
5	P_5	0	P	14	15	0	0
6	P_6	0	P	0	0;1;2	1	1
6	P_6	0	P	1	3	0	0
6	P_6	0	P	2	4	0	0
6	P_6	0	P	3	8;17;19	0	0
6	P_6	0	P	4	9	0	0
6	P_6	0	P	5	18	0	0
6	P_6	0	P	6	5	0	0
6	P_6	0	P	7	6	0	0
6	P_6	0	P	8	7;13	0	0
6	P_6	0	P	9	14	0	0
6	P_6	0	P	10	12	0	0
6	P_6	0	P	11	16	0	0
6	P_6	0	P	12	11	0	0
6	P_6	0	P	13	10;20;21	1	1
6	P_6	0	P	14	15	0	0
7	P_7	0	P	0	0;1;2	1	1
7	P_7	0	P	1	3	1	1
7	P_7	0	P	2	4	0.463937	0.463937
7	P_7	0	P	3	8;17;19	0	0
7	P_7	0	P	4	9	0.463937	0.463937
7	P_7	0	P	5	18	0.463937	0.463937
7	P_7	0	P	6	5	0	0
7	P_7	0	P	7	6	0	0
7	P_7	0	P	8	7;13	0	0
7	P_7	0	P	9	14	0	0
7	P_7	0	P	10	12	0	0
7	P_7	0	P	11	16	0	0
7	P_7	0	P	12	11	0.536063	0.536063
7	P_7	0	P	13	10;20;21	0	0
7	P_7	0	P	14	15	0	0
8	P_8	0	P	0	0;1;2	1	1
8	P_8	0	P	1	3	0	0
8	P_8	0	P	2	4	0	0
8	P_8	0	P	3	8;17;19	0	0
8	P_8	0	P	4	9	0	0
8	P_8	0	P	5	18	0	0
8	P_8	0	P	6	5	0	0
8	P_8	0	P	7	6	0	0
8	P_8	0	P	8	7;13	0	0
8	P_8	0	P	9	14	0	0
8	P_8	0	P	10	12	0	0
8	P_8	0	P	11	16	0	0
8	P_8	0	P	12	11	0	0
8	P_8	0	P	13	10;20;21	0	0
8	P_8	0	P	14	15	1	1
9	P_9	0	P	0	0;1;2	1	1
9	P_9	0	P	1	3	1	1
9	P_9	0	P	2	4	0	0
9	P_9	0	P	3	8;17;19	0	0
9	P_9	0	P	4	9	0	0
9	P_9	0	P	5	18	0	0
9	P_9	0	P	6	5	1	1
9	P_9	0	P	7	6	0	0
9	P_9	0	P	8	7;13	0	0
9	P_9	0	P	9	14	0	0
9	P_9	0	P	10	12	0	0
9	P_9	0	P	11	16	0	0
9	P_9	0	P	12	11	0	0
9	P_9	0	P	13	10;20;21	0	0
9	P_9	0	P	14	15	0	0
