1 #anatomical sites
2 #samples
10 #characters
#sample_index	sample_label	anatomical_site_index	anatomical_site_label	character_index	character_label	f-	f+
0	P_0	0	P	0	0	1	1
0	P_0	0	P	1	1	1	1
0	P_0	0	P	2	2	0.28376	0.28376
0	P_0	0	P	3	4;5	0.28376	0.28376
0	P_0	0	P	4	9;11	0.28376	0.28376
0	P_0	0	P	5	8	0	0
0	P_0	0	P	6	10	0	0
0	P_0	0	P	7	3	0	0
0	P_0	0	P	8	7	0	0
0	P_0	0	P	9	6	0	0
1	P_1	0	P	0	0	1	1
1	P_1	0	P	1	1	0.917361	0.917361
1	P_1	0	P	2	2	0.655404	0.655404
1	P_1	0	P	3	4;5	0.147307	0.147307
1	P_1	0	P	4	9;11	0	0
1	P_1	0	P	5	8	0.126224	0.126224
1	P_1	0	P	6	10	0.0936133	0.0936133
1	P_1	0	P	7	3	0.261956	0.261956
1	P_1	0	P	8	7	0.0526704	0.0526704
1	P_1	0	P	9	6	0.0826399	0.0826399
