1 #anatomical sites
2 #samples
30 #characters
#sample_index	sample_label	anatomical_site_index	anatomical_site_label	character_index	character_label	f-	f+
0	P_0	0	P	0	0	1	1
0	P_0	0	P	1	1	1	1
0	P_0	0	P	2	10	0	0
0	P_0	0	P	3	11	0.22728	0.22728
0	P_0	0	P	4	12	0.137669	0.137669
0	P_0	0	P	5	13	0.252812	0.252812
0	P_0	0	P	6	14	0	0
0	P_0	0	P	7	15	0.22728	0.22728
0	P_0	0	P	8	16	0.137669	0.137669
0	P_0	0	P	9	17	0	0
0	P_0	0	P	10	18	0.382239	0.382239
0	P_0	0	P	11	19	0.252812	0.252812
0	P_0	0	P	12	2	1	1
0	P_0	0	P	13	20	0	0
0	P_0	0	P	14	21	0	0
0	P_0	0	P	15	22	0	0
0	P_0	0	P	16	23	0.382239	0.382239
0	P_0	0	P	17	24	0	0
0	P_0	0	P	18	25	0	0
0	P_0	0	P	19	26	0	0
0	P_0	0	P	20	27	0	0
0	P_0	0	P	21	28	0	0
0	P_0	0	P	22	29	0	0
0	P_0	0	P	23	3	0.747188	0.747188
0	P_0	0	P	24	4	0.252812	0.252812
0	P_0	0	P	25	5	0.519908	0.519908
0	P_0	0	P	26	6	0.22728	0.22728
0	P_0	0	P	27	7	0.519908	0.519908
0	P_0	0	P	28	8	0.252812	0.252812
0	P_0	0	P	29	9	0.252812	0.252812
1	P_1	0	P	0	0	0.999999	0.999999
1	P_1	0	P	1	1	0.999999	0.999999
1	P_1	0	P	2	10	0.355503	0.355503
1	P_1	0	P	3	11	0.124672	0.124672
1	P_1	0	P	4	12	0.243549	0.243549
1	P_1	0	P	5	13	0	0
1	P_1	0	P	6	14	0.355503	0.355503
1	P_1	0	P	7	15	0	0
1	P_1	0	P	8	16	0.243549	0.243549
1	P_1	0	P	9	17	0.355503	0.355503
1	P_1	0	P	10	18	0.143432	0.143432
1	P_1	0	P	11	19	0	0
1	P_1	0	P	12	2	0.999999	0.999999
1	P_1	0	P	13	20	0.132844	0.132844
1	P_1	0	P	14	21	0.13157	0.13157
1	P_1	0	P	15	22	0.0955816	0.0955816
1	P_1	0	P	16	23	0.0844638	0.0844638
1	P_1	0	P	17	24	0.111979	0.111979
1	P_1	0	P	18	25	0.0589679	0.0589679
1	P_1	0	P	19	26	0.0844638	0.0844638
1	P_1	0	P	20	27	0.111979	0.111979
1	P_1	0	P	21	28	0.0913447	0.0913447
1	P_1	0	P	22	29	0.111979	0.111979
1	P_1	0	P	23	3	0.999999	0.999999
1	P_1	0	P	24	4	0	0
1	P_1	0	P	25	5	0.519825	0.519825
1	P_1	0	P	26	6	0.480175	0.480175
1	P_1	0	P	27	7	0.519825	0.519825
1	P_1	0	P	28	8	0	0
1	P_1	0	P	29	9	0	0
