1 #anatomical sites
1 #samples
15 #characters
#sample_index	sample_label	anatomical_site_index	anatomical_site_label	character_index	character_label	f-	f+
0	P_0	0	P	0	0	1	1
0	P_0	0	P	1	1	0.241281	0.241281
0	P_0	0	P	2	3;6;23	0.143884	0.143884
0	P_0	0	P	3	31	0.0800725	0.0800725
0	P_0	0	P	4	10;16;20;26;30	0.0973968	0.0973968
0	P_0	0	P	5	2	0.75872	0.75872
0	P_0	0	P	6	4;9;12;13;22	0.153291	0.153291
0	P_0	0	P	7	5	0.605429	0.605429
0	P_0	0	P	8	7	0.236004	0.236004
0	P_0	0	P	9	18;25	0.132091	0.132091
0	P_0	0	P	10	8	0.240941	0.240941
0	P_0	0	P	11	15;27;28;29	0.0650701	0.0650701
0	P_0	0	P	12	11;14	0.128484	0.128484
0	P_0	0	P	13	17;24	0.049821	0.049821
0	P_0	0	P	14	21	0.0786626	0.0786626
