1 #anatomical sites
10 #samples
17 #characters
#sample_index	sample_label	anatomical_site_index	anatomical_site_label	character_index	character_label	f-	f+
0	P_0	0	P	0	0;1;2;3;4	1	1
0	P_0	0	P	1	5;7;23	0	0
0	P_0	0	P	2	6	1	1
0	P_0	0	P	3	8;10	0	0
0	P_0	0	P	4	12;13	0	0
0	P_0	0	P	5	15;21	0	0
0	P_0	0	P	6	29	0	0
0	P_0	0	P	7	30;31;32	0	0
0	P_0	0	P	8	17;20	0	0
0	P_0	0	P	9	14;19	0	0
0	P_0	0	P	10	16	0	0
0	P_0	0	P	11	24;28	0	0
0	P_0	0	P	12	25;27	0	0
0	P_0	0	P	13	9;11	0	0
0	P_0	0	P	14	18	0	0
0	P_0	0	P	15	22	0	0
0	P_0	0	P	16	26	0	0
1	P_1	0	P	0	0;1;2;3;4	0	0
1	P_1	0	P	1	5;7;23	0	0
1	P_1	0	P	2	6	0	0
1	P_1	0	P	3	8;10	0	0
1	P_1	0	P	4	12;13	0	0
1	P_1	0	P	5	15;21	0	0
1	P_1	0	P	6	29	0	0
1	P_1	0	P	7	30;31;32	0	0
1	P_1	0	P	8	17;20	0	0
1	P_1	0	P	9	14;19	0	0
1	P_1	0	P	10	16	0	0
1	P_1	0	P	11	24;28	0	0
1	P_1	0	P	12	25;27	0	0
1	P_1	0	P	13	9;11	0	0
1	P_1	0	P	14	18	0	0
1	P_1	0	P	15	22	0	0
1	P_1	0	P	16	26	0	0
2	P_2	0	P	0	0;1;2;3;4	1	1
2	P_2	0	P	1	5;7;23	0	0
2	P_2	0	P	2	6	1	1
2	P_2	0	P	3	8;10	0	0
2	P_2	0	P	4	12;13	0	0
2	P_2	0	P	5	15;21	0	0
2	P_2	0	P	6	29	0	0
2	P_2	0	P	7	30;31;32	0	0
2	P_2	0	P	8	17;20	0	0
2	P_2	0	P	9	14;19	0	0
2	P_2	0	P	10	16	1	1
2	P_2	0	P	11	24;28	0	0
2	P_2	0	P	12	25;27	1	1
2	P_2	0	P	13	9;11	0	0
2	P_2	0	P	14	18	0	0
2	P_2	0	P	15	22	0	0
2	P_2	0	P	16	26	0	0
3	P_3	0	P	0	0;1;2;3;4	1	1
3	P_3	0	P	1	5;7;23	0	0
3	P_3	0	P	2	6	1	1
3	P_3	0	P	3	8;10	0.288318	0.288318
3	P_3	0	P	4	12;13	0.427428	0.427428
3	P_3	0	P	5	15;21	0.427428	0.427428
