1 #anatomical sites
2 #samples
7 #characters
#sample_index	sample_label	anatomical_site_index	anatomical_site_label	character_index	character_label	f-	f+
0	P_0	0	P	0	0	1	1
0	P_0	0	P	1	1	0	0
0	P_0	0	P	2	2	0	0
0	P_0	0	P	3	3;4;5;6;7;8;9;10;11;12;13;14;15;16;17;18;19;20;21;22;23;24;25;26;27;28;29;30;31;32;33;34;35;36;37;38;39;40	0.686325	0.686325
0	P_0	0	P	4	41	0	0
0	P_0	0	P	5	42	0	0
0	P_0	0	P	6	44;45	0	0
1	P_1	0	P	0	0	1	1
1	P_1	0	P	1	1	0.127792	0.127792
1	P_1	0	P	2	2	0.0340121	0.0340121
1	P_1	0	P	3	3;4;5;6;7;8;9;10;11;12;13;14;15;16;17;18;19;20;21;22;23;24;25;26;27;28;29;30;31;32;33;34;35;36;37;38;39;40	0.872209	0.872209
1	P_1	0	P	4	41	0.872209	0.872209
1	P_1	0	P	5	42	0.72642	0.72642
1	P_1	0	P	6	44;45	0.597658	0.597658
