1 #anatomical sites
10 #samples
11 #characters
#sample_index	sample_label	anatomical_site_index	anatomical_site_label	character_index	character_label	f-	f+
0	P_0	0	P	0	0	1	1
0	P_0	0	P	1	1;2;3	1	1
0	P_0	0	P	2	6;14;18	1	1
0	P_0	0	P	3	4	0	0
0	P_0	0	P	4	5	0	0
0	P_0	0	P	5	10;15;16	0	0
0	P_0	0	P	6	12;13;20	0	0
0	P_0	0	P	7	7	0	0
0	P_0	0	P	8	11	0	0
0	P_0	0	P	9	8	0	0
0	P_0	0	P	10	9	0	0
1	P_1	0	P	0	0	0	0
1	P_1	0	P	1	1;2;3	0	0
1	P_1	0	P	2	6;14;18	0	0
1	P_1	0	P	3	4	0	0
1	P_1	0	P	4	5	0	0
1	P_1	0	P	5	10;15;16	0	0
1	P_1	0	P	6	12;13;20	0	0
1	P_1	0	P	7	7	0	0
1	P_1	0	P	8	11	0	0
1	P_1	0	P	9	8	0	0
1	P_1	0	P	10	9	0	0
2	P_2	0	P	0	0	1	1
2	P_2	0	P	1	1;2;3	0	0
2	P_2	0	P	2	6;14;18	0	0
2	P_2	0	P	3	4	1	1
2	P_2	0	P	4	5	0	0
2	P_2	0	P	5	10;15;16	0	0
2	P_2	0	P	6	12;13;20	0	0
2	P_2	0	P	7	7	0	0
2	P_2	0	P	8	11	0	0
2	P_2	0	P	9	8	0	0
2	P_2	0	P	10	9	1	1
3	P_3	0	P	0	0	1	1
3	P_3	0	P	1	1;2;3	0	0
3	P_3	0	P	2	6;14;18	0	0
3	P_3	0	P	3	4	1	1
3	P_3	0	P	4	5	0.772257	0.772257
3	P_3	0	P	5	10;15;16	0.193976	0.193976
3	P_3	0	P	6	12;13;20	0	0
3	P_3	0	P	7	7	0.227743	0.227743
3	P_3	0	P	8	11	0.227743	0.227743
3	P_3	0	P	9	8	0	0
3	P_3	0	P	10	9	0	0
4	P_4	0	P	0	0	0	0
4	P_4	0	P	1	1;2;3	0	0
4	P_4	0	P	2	6;14;18	0	0
4	P_4	0	P	3	4	0	0
4	P_4	0	P	4	5	0	0
4	P_4	0	P	5	10;15;16	0	0
4	P_4	0	P	6	12;13;20	0	0
4	P_4	0	P	7	7	0	0
4	P_4	0	P	8	11	0	0
4	P_4	0	P	9	8	0	0
4	P_4	0	P	10	9	0	0
5	P_5	0	P	0	0	1	1
5	P_5	0	P	1	1;2;3	0.390431	0.390431
5	P_5	0	P	2	6;14;18	0	0
5	P_5	0	P	3	4	0.609569	0.609569
5	P_5	0	P	4	5	0	0
5	P_5	0	P	5	10;15;16	0	0
5	P_5	0	P	6	12;13;20	0	0
5	P_5	0	P	7	7	0	0
5	P_5	0	P	8	11	0	0
5	P_5	0	P	9	8	0.609569	0.609569
5	P_5	0	P	10	9	0	0
6	P_6	0	P	0	0	0	0
6	P_6	0	P	1	1;2;3	0	0
6	P_6	0	P	2	6;14;18	0	0
6	P_6	0	P	3	4	0	0
6	P_6	0	P	4	5	0	0
6	P_6	0	P	5	10;15;16	0	0
6	P_6	0	P	6	12;13;20	0	0
6	P_6	0	P	7	7	0	0
6	P_6	0	P	8	11	0	0
6	P_6	0	P	9	8	0	0
6	P_6	0	P	10	9	0	0
7	P_7	0	P	0	0	1	1
7	P_7	0	P	1	1;2;3	0	0
7	P_7	0	P	2	6;14;18	0	0
7	P_7	0	P	3	4	1	1
7	P_7	0	P	4	5	1	1
7	P_7	0	P	5	10;15;16	0	0
7	P_7	0	P	6	12;13;20	1	1
7	P_7	0	P	7	7	0	0
7	P_7	0	P	8	11	0	0
7	P_7	0	P	9	8	0	0
7	P_7	0	P	10	9	0	0
8	P_8	0	P	0	0	0	0
8	P_8	0	P	1	1;2;3	0	0
8	P_8	0	P	2	6;14;18	0	0
8	P_8	0	P	3	4	0	0
8	P_8	0	P	4	5	0	0
8	P_8	0	P	5	10;15;16	0	0
8	P_8	0	P	6	12;13;20	0	0
8	P_8	0	P	7	7	0	0
8	P_8	0	P	8	11	0	0
8	P_8	0	P	9	8	0	0
8	P_8	0	P	10	9	0	0
9	P_9	0	P	0	0	1	1
9	P_9	0	P	1	1;2;3	0	0
9	P_9	0	P	2	6;14;18	0	0
9	P_9	0	P	3	4	1	1
9	P_9	0	P	4	5	0	0
9	P_9	0	P	5	10;15;16	0	0
9	P_9	0	P	6	12;13;20	0	0
9	P_9	0	P	7	7	1	1
9	P_9	0	P	8	11	0	0
9	P_9	0	P	9	8	0	0
9	P_9	0	P	10	9	0	0
