1 #anatomical sites
2 #samples
9 #characters
#sample_index	sample_label	anatomical_site_index	anatomical_site_label	character_index	character_label	f-	f+
0	P_0	0	P	0	0;1;2	1	1
0	P_0	0	P	1	3;4	1	1
0	P_0	0	P	2	12;13;16;19;24;26;32;38;39;41;42;49;51;53;54;59	0.833224	0.833224
0	P_0	0	P	3	61;63	0	0
0	P_0	0	P	4	64	0.833224	0.833224
0	P_0	0	P	5	66;68;70	0	0
0	P_0	0	P	6	67;69	0	0
0	P_0	0	P	7	5;6;9;10;11;14;17;18;20;22;27;31;33;34;44;46;52;55;56;58;60;62;65;73;74;77;78	0	0
0	P_0	0	P	8	87;93	0	0
1	P_1	0	P	0	0;1;2	1	1
1	P_1	0	P	1	3;4	0.597563	0.597563
1	P_1	0	P	2	12;13;16;19;24;26;32;38;39;41;42;49;51;53;54;59	0.597563	0.597563
1	P_1	0	P	3	61;63	0.349305	0.349305
1	P_1	0	P	4	64	0.157942	0.157942
1	P_1	0	P	5	66;68;70	0.0461736	0.0461736
1	P_1	0	P	6	67;69	0.111768	0.111768
1	P_1	0	P	7	5;6;9;10;11;14;17;18;20;22;27;31;33;34;44;46;52;55;56;58;60;62;65;73;74;77;78	0.402437	0.402437
1	P_1	0	P	8	87;93	0.124702	0.124702
