1 #anatomical sites
1 #samples
31 #characters
#sample_index	sample_label	anatomical_site_index	anatomical_site_label	character_index	character_label	f-	f+
0	P_0	0	P	0	0	1	1
0	P_0	0	P	1	1	1	1
0	P_0	0	P	2	10	0.30877	0.30877
0	P_0	0	P	3	11	0.143951	0.143951
0	P_0	0	P	4	12	0.229788	0.229788
0	P_0	0	P	5	13	0.143385	0.143385
0	P_0	0	P	6	14	0.165384	0.165384
0	P_0	0	P	7	15	0.121502	0.121502
0	P_0	0	P	8	16	0.073507	0.073507
0	P_0	0	P	9	17	0.165384	0.165384
0	P_0	0	P	10	18	0.117693	0.117693
0	P_0	0	P	11	19	0.0262584	0.0262584
0	P_0	0	P	12	2	0.925701	0.925701
0	P_0	0	P	13	20	0.117693	0.117693
0	P_0	0	P	14	21	0.0965082	0.0965082
0	P_0	0	P	15	22	0.108286	0.108286
0	P_0	0	P	16	23	0.121502	0.121502
0	P_0	0	P	17	24	0.073507	0.073507
0	P_0	0	P	18	25	0.0965082	0.0965082
0	P_0	0	P	19	26	0.0866345	0.0866345
0	P_0	0	P	20	27	0.0703198	0.0703198
0	P_0	0	P	21	28	0.073507	0.073507
0	P_0	0	P	22	29	0.117693	0.117693
0	P_0	0	P	23	3	0.143951	0.143951
0	P_0	0	P	24	30	0.0379658	0.0379658
0	P_0	0	P	25	4	0.0742987	0.0742987
0	P_0	0	P	26	5	0.382277	0.382277
0	P_0	0	P	27	6	0.0742987	0.0742987
0	P_0	0	P	28	7	0.143951	0.143951
0	P_0	0	P	29	8	0.382277	0.382277
0	P_0	0	P	30	9	0.0742987	0.0742987
