1 #anatomical sites
5 #samples
35 #characters
#sample_index	sample_label	anatomical_site_index	anatomical_site_label	character_index	character_label	f-	f+
0	P_0	0	P	0	0	1	1
0	P_0	0	P	1	1	1	1
0	P_0	0	P	2	11	0	0
0	P_0	0	P	3	14	0	0
0	P_0	0	P	4	18	0	0
0	P_0	0	P	5	2	0	0
0	P_0	0	P	6	20	0	0
0	P_0	0	P	7	21	0	0
0	P_0	0	P	8	23	0	0
0	P_0	0	P	9	25	0	0
0	P_0	0	P	10	26	0	0
0	P_0	0	P	11	29	0	0
0	P_0	0	P	12	3	1	1
0	P_0	0	P	13	30	0	0
0	P_0	0	P	14	31	0	0
0	P_0	0	P	15	32	0	0
0	P_0	0	P	16	33	0	0
0	P_0	0	P	17	34	0	0
0	P_0	0	P	18	36	0	0
0	P_0	0	P	19	37	0	0
0	P_0	0	P	20	4	0	0
0	P_0	0	P	21	40	0	0
0	P_0	0	P	22	42	0	0
0	P_0	0	P	23	44	0	0
0	P_0	0	P	24	46	0	0
0	P_0	0	P	25	47	0	0
0	P_0	0	P	26	49	0	0
0	P_0	0	P	27	5	1	1
0	P_0	0	P	28	50	0	0
0	P_0	0	P	29	51	0	0
0	P_0	0	P	30	55	0	0
0	P_0	0	P	31	56	0	0
0	P_0	0	P	32	58	0	0
0	P_0	0	P	33	6	0	0
0	P_0	0	P	34	8	0	0
1	P_1	0	P	0	0	1	1
1	P_1	0	P	1	1	0	0
1	P_1	0	P	2	11	1	1
1	P_1	0	P	3	14	1	1
1	P_1	0	P	4	18	1	1
1	P_1	0	P	5	2	0	0
1	P_1	0	P	6	20	1	1
1	P_1	0	P	7	21	1	1
1	P_1	0	P	8	23	1	1
1	P_1	0	P	9	25	1	1
1	P_1	0	P	10	26	1	1
1	P_1	0	P	11	29	1	1
1	P_1	0	P	12	3	0	0
1	P_1	0	P	13	30	1	1
1	P_1	0	P	14	31	1	1
1	P_1	0	P	15	32	1	1
1	P_1	0	P	16	33	1	1
1	P_1	0	P	17	34	1	1
1	P_1	0	P	18	36	1	1
1	P_1	0	P	19	37	1	1
1	P_1	0	P	20	4	1	1
1	P_1	0	P	21	40	1	1
1	P_1	0	P	22	42	1	1
1	P_1	0	P	23	44	1	1
1	P_1	0	P	24	46	1	1
1	P_1	0	P	25	47	1	1
1	P_1	0	P	26	49	1	1
1	P_1	0	P	27	5	0	0
1	P_1	0	P	28	50	1	1
1	P_1	0	P	29	51	1	1
1	P_1	0	P	30	55	1	1
1	P_1	0	P	31	56	0	0
1	P_1	0	P	32	58	0	0
1	P_1	0	P	33	6	0	0
1	P_1	0	P	34	8	1	1
2	P_2	0	P	0	0	1	1
2	P_2	0	P	1	1	0	0
2	P_2	0	P	2	11	1	1
2	P_2	0	P	3	14	1	1
2	P_2	0	P	4	18	1	1
2	P_2	0	P	5	2	0	0
2	P_2	0	P	6	20	1	1
2	P_2	0	P	7	21	1	1
2	P_2	0	P	8	23	1	1
2	P_2	0	P	9	25	1	1
2	P_2	0	P	10	26	1	1
2	P_2	0	P	11	29	1	1
2	P_2	0	P	12	3	0	0
2	P_2	0	P	13	30	1	1
2	P_2	0	P	14	31	1	1
2	P_2	0	P	15	32	1	1
2	P_2	0	P	16	33	1	1
2	P_2	0	P	17	34	1	1
2	P_2	0	P	18	36	1	1
2	P_2	0	P	19	37	1	1
2	P_2	0	P	20	4	1	1
2	P_2	0	P	21	40	1	1
2	P_2	0	P	22	42	1	1
2	P_2	0	P	23	44	1	1
2	P_2	0	P	24	46	1	1
2	P_2	0	P	25	47	1	1
2	P_2	0	P	26	49	1	1
2	P_2	0	P	27	5	0	0
2	P_2	0	P	28	50	0	0
2	P_2	0	P	29	51	0	0
2	P_2	0	P	30	55	0	0
2	P_2	0	P	31	56	1	1
2	P_2	0	P	32	58	0	0
2	P_2	0	P	33	6	0	0
2	P_2	0	P	34	8	1	1
3	P_3	0	P	0	0	1	1
3	P_3	0	P	1	1	0	0
3	P_3	0	P	2	11	0.742779	0.742779
3	P_3	0	P	3	14	0.742779	0.742779
3	P_3	0	P	4	18	0.742779	0.742779
3	P_3	0	P	5	2	0.257221	0.257221
3	P_3	0	P	6	20	0.742779	0.742779
3	P_3	0	P	7	21	0.742779	0.742779
3	P_3	0	P	8	23	0.742779	0.742779
3	P_3	0	P	9	25	0.742779	0.742779
3	P_3	0	P	10	26	0.742779	0.742779
3	P_3	0	P	11	29	0.742779	0.742779
3	P_3	0	P	12	3	0	0
3	P_3	0	P	13	30	0.742779	0.742779
3	P_3	0	P	14	31	0.742779	0.742779
3	P_3	0	P	15	32	0.742779	0.742779
3	P_3	0	P	16	33	0.742779	0.742779
3	P_3	0	P	17	34	0.742779	0.742779
3	P_3	0	P	18	36	0.742779	0.742779
3	P_3	0	P	19	37	0.742779	0.742779
3	P_3	0	P	20	4	0.742779	0.742779
3	P_3	0	P	21	40	0.742779	0.742779
3	P_3	0	P	22	42	0.742779	0.742779
3	P_3	0	P	23	44	0.742779	0.742779
3	P_3	0	P	24	46	0.742779	0.742779
3	P_3	0	P	25	47	0.742779	0.742779
3	P_3	0	P	26	49	0.742779	0.742779
3	P_3	0	P	27	5	0	0
3	P_3	0	P	28	50	0.41013	0.41013
3	P_3	0	P	29	51	0.137006	0.137006
3	P_3	0	P	30	55	0.137006	0.137006
3	P_3	0	P	31	56	0	0
3	P_3	0	P	32	58	0.137006	0.137006
3	P_3	0	P	33	6	0	0
3	P_3	0	P	34	8	0.742779	0.742779
4	P_4	0	P	0	0	1	1
4	P_4	0	P	1	1	0.366341	0.366341
4	P_4	0	P	2	11	0	0
4	P_4	0	P	3	14	0	0
4	P_4	0	P	4	18	0	0
4	P_4	0	P	5	2	0	0
4	P_4	0	P	6	20	0	0
4	P_4	0	P	7	21	0	0
4	P_4	0	P	8	23	0	0
4	P_4	0	P	9	25	0	0
4	P_4	0	P	10	26	0	0
4	P_4	0	P	11	29	0	0
4	P_4	0	P	12	3	0.366341	0.366341
4	P_4	0	P	13	30	0	0
4	P_4	0	P	14	31	0	0
4	P_4	0	P	15	32	0	0
4	P_4	0	P	16	33	0	0
4	P_4	0	P	17	34	0	0
4	P_4	0	P	18	36	0	0
4	P_4	0	P	19	37	0	0
4	P_4	0	P	20	4	0	0
4	P_4	0	P	21	40	0	0
4	P_4	0	P	22	42	0	0
4	P_4	0	P	23	44	0	0
