1 #anatomical sites
5 #samples
7 #characters
#sample_index	sample_label	anatomical_site_index	anatomical_site_label	character_index	character_label	f-	f+
0	P_0	0	P	0	0;1;2	1	1
0	P_0	0	P	1	3	1	1
0	P_0	0	P	2	4;5;6	0	0
0	P_0	0	P	3	7;12	0	0
0	P_0	0	P	4	8	0	0
0	P_0	0	P	5	10	0	0
0	P_0	0	P	6	9;11	0	0
1	P_1	0	P	0	0;1;2	1	1
1	P_1	0	P	1	3	0	0
1	P_1	0	P	2	4;5;6	0	0
1	P_1	0	P	3	7;12	0	0
1	P_1	0	P	4	8	1	1
1	P_1	0	P	5	10	1	1
1	P_1	0	P	6	9;11	0	0
2	P_2	0	P	0	0;1;2	0	0
2	P_2	0	P	1	3	0	0
2	P_2	0	P	2	4;5;6	0	0
2	P_2	0	P	3	7;12	0	0
2	P_2	0	P	4	8	0	0
2	P_2	0	P	5	10	0	0
2	P_2	0	P	6	9;11	0	0
3	P_3	0	P	0	0;1;2	1	1
3	P_3	0	P	1	3	0.48506	0.48506
3	P_3	0	P	2	4;5;6	0.48506	0.48506
3	P_3	0	P	3	7;12	0.137358	0.137358
3	P_3	0	P	4	8	0.293004	0.293004
3	P_3	0	P	5	10	0	0
3	P_3	0	P	6	9;11	0.0845781	0.0845781
4	P_4	0	P	0	0;1;2	1	1
4	P_4	0	P	1	3	0	0
4	P_4	0	P	2	4;5;6	0	0
4	P_4	0	P	3	7;12	0	0
4	P_4	0	P	4	8	0	0
4	P_4	0	P	5	10	0	0
4	P_4	0	P	6	9;11	0	0
