1 #anatomical sites
10 #samples
10 #characters
#sample_index	sample_label	anatomical_site_index	anatomical_site_label	character_index	character_label	f-	f+
0	P_0	0	P	0	0	1	1
0	P_0	0	P	1	1;3	1	1
0	P_0	0	P	2	5	1	1
0	P_0	0	P	3	2	0	0
0	P_0	0	P	4	4;8;11;14;18;20;21;23;25;26;29;30;31;32;33;34;36;37;40;42;44;46;47;49	0	0
0	P_0	0	P	5	50	0	0
0	P_0	0	P	6	51;55	0	0
0	P_0	0	P	7	58	0	0
0	P_0	0	P	8	56	0	0
0	P_0	0	P	9	6	0	0
1	P_1	0	P	0	0	0	0
1	P_1	0	P	1	1;3	0	0
1	P_1	0	P	2	5	0	0
1	P_1	0	P	3	2	0	0
1	P_1	0	P	4	4;8;11;14;18;20;21;23;25;26;29;30;31;32;33;34;36;37;40;42;44;46;47;49	0	0
1	P_1	0	P	5	50	0	0
1	P_1	0	P	6	51;55	0	0
1	P_1	0	P	7	58	0	0
1	P_1	0	P	8	56	0	0
1	P_1	0	P	9	6	0	0
2	P_2	0	P	0	0	1	1
2	P_2	0	P	1	1;3	0	0
2	P_2	0	P	2	5	0	0
2	P_2	0	P	3	2	0	0
2	P_2	0	P	4	4;8;11;14;18;20;21;23;25;26;29;30;31;32;33;34;36;37;40;42;44;46;47;49	0	0
2	P_2	0	P	5	50	0	0
2	P_2	0	P	6	51;55	0	0
2	P_2	0	P	7	58	0	0
2	P_2	0	P	8	56	0	0
2	P_2	0	P	9	6	1	1
3	P_3	0	P	0	0	1	1
3	P_3	0	P	1	1;3	0	0
3	P_3	0	P	2	5	0	0
3	P_3	0	P	3	2	0.353872	0.353872
3	P_3	0	P	4	4;8;11;14;18;20;21;23;25;26;29;30;31;32;33;34;36;37;40;42;44;46;47;49	0.646128	0.646128
3	P_3	0	P	5	50	0.188486	0.188486
3	P_3	0	P	6	51;55	0.188486	0.188486
3	P_3	0	P	7	58	0.188486	0.188486
3	P_3	0	P	8	56	0	0
3	P_3	0	P	9	6	0	0
4	P_4	0	P	0	0	0	0
4	P_4	0	P	1	1;3	0	0
4	P_4	0	P	2	5	0	0
4	P_4	0	P	3	2	0	0
4	P_4	0	P	4	4;8;11;14;18;20;21;23;25;26;29;30;31;32;33;34;36;37;40;42;44;46;47;49	0	0
4	P_4	0	P	5	50	0	0
4	P_4	0	P	6	51;55	0	0
4	P_4	0	P	7	58	0	0
4	P_4	0	P	8	56	0	0
4	P_4	0	P	9	6	0	0
5	P_5	0	P	0	0	1	1
5	P_5	0	P	1	1;3	0.378893	0.378893
5	P_5	0	P	2	5	0	0
5	P_5	0	P	3	2	0	0
5	P_5	0	P	4	4;8;11;14;18;20;21;23;25;26;29;30;31;32;33;34;36;37;40;42;44;46;47;49	0.621107	0.621107
5	P_5	0	P	5	50	0	0
5	P_5	0	P	6	51;55	0	0
5	P_5	0	P	7	58	0	0
5	P_5	0	P	8	56	0.621107	0.621107
5	P_5	0	P	9	6	0	0
6	P_6	0	P	0	0	0	0
6	P_6	0	P	1	1;3	0	0
6	P_6	0	P	2	5	0	0
6	P_6	0	P	3	2	0	0
6	P_6	0	P	4	4;8;11;14;18;20;21;23;25;26;29;30;31;32;33;34;36;37;40;42;44;46;47;49	0	0
6	P_6	0	P	5	50	0	0
6	P_6	0	P	6	51;55	0	0
6	P_6	0	P	7	58	0	0
6	P_6	0	P	8	56	0	0
6	P_6	0	P	9	6	0	0
7	P_7	0	P	0	0	1	1
7	P_7	0	P	1	1;3	0	0
7	P_7	0	P	2	5	0	0
7	P_7	0	P	3	2	0	0
7	P_7	0	P	4	4;8;11;14;18;20;21;23;25;26;29;30;31;32;33;34;36;37;40;42;44;46;47;49	1	1
7	P_7	0	P	5	50	1	1
7	P_7	0	P	6	51;55	0	0
7	P_7	0	P	7	58	0	0
7	P_7	0	P	8	56	0	0
7	P_7	0	P	9	6	0	0
8	P_8	0	P	0	0	0	0
8	P_8	0	P	1	1;3	0	0
8	P_8	0	P	2	5	0	0
8	P_8	0	P	3	2	0	0
8	P_8	0	P	4	4;8;11;14;18;20;21;23;25;26;29;30;31;32;33;34;36;37;40;42;44;46;47;49	0	0
8	P_8	0	P	5	50	0	0
8	P_8	0	P	6	51;55	0	0
8	P_8	0	P	7	58	0	0
8	P_8	0	P	8	56	0	0
8	P_8	0	P	9	6	0	0
9	P_9	0	P	0	0	1	1
9	P_9	0	P	1	1;3	0	0
9	P_9	0	P	2	5	0	0
9	P_9	0	P	3	2	0	0
9	P_9	0	P	4	4;8;11;14;18;20;21;23;25;26;29;30;31;32;33;34;36;37;40;42;44;46;47;49	1	1
9	P_9	0	P	5	50	1	1
9	P_9	0	P	6	51;55	1	1
9	P_9	0	P	7	58	0	0
9	P_9	0	P	8	56	0	0
9	P_9	0	P	9	6	0	0
