1 #anatomical sites
5 #samples
7 #characters
#sample_index	sample_label	anatomical_site_index	anatomical_site_label	character_index	character_label	f-	f+
0	P_0	0	P	0	0	1	1
0	P_0	0	P	1	1	1	1
0	P_0	0	P	2	2	0	0
0	P_0	0	P	3	3	0	0
0	P_0	0	P	4	5	0	0
0	P_0	0	P	5	7	0	0
0	P_0	0	P	6	8	0	0
1	P_1	0	P	0	0	1	1
1	P_1	0	P	1	1	0	0
1	P_1	0	P	2	2	0	0
1	P_1	0	P	3	3	0	0
1	P_1	0	P	4	5	0	0
1	P_1	0	P	5	7	1	1
1	P_1	0	P	6	8	0	0
2	P_2	0	P	0	0	0	0
2	P_2	0	P	1	1	0	0
2	P_2	0	P	2	2	0	0
2	P_2	0	P	3	3	0	0
2	P_2	0	P	4	5	0	0
2	P_2	0	P	5	7	0	0
2	P_2	0	P	6	8	0	0
3	P_3	0	P	0	0	1	1
3	P_3	0	P	1	1	0	0
3	P_3	0	P	2	2	0.500725	0.500725
3	P_3	0	P	3	3	0.193978	0.193978
3	P_3	0	P	4	5	0.112695	0.112695
3	P_3	0	P	5	7	0	0
3	P_3	0	P	6	8	0.192602	0.192602
4	P_4	0	P	0	0	1	1
4	P_4	0	P	1	1	0	0
4	P_4	0	P	2	2	0	0
4	P_4	0	P	3	3	0	0
4	P_4	0	P	4	5	0	0
4	P_4	0	P	5	7	0	0
4	P_4	0	P	6	8	0	0
