1 #anatomical sites
2 #samples
17 #characters
#sample_index	sample_label	anatomical_site_index	anatomical_site_label	character_index	character_label	f-	f+
0	P_0	0	P	0	0;1;2;3;4	1	1
0	P_0	0	P	1	5;6;8	1	1
0	P_0	0	P	2	12	1	1
0	P_0	0	P	3	20;27	0.611571	0.611571
0	P_0	0	P	4	40	0	0
0	P_0	0	P	5	23	0.388429	0.388429
0	P_0	0	P	6	26;33;38;46;49	0	0
0	P_0	0	P	7	32;37	0.388429	0.388429
0	P_0	0	P	8	14;16;25;31	0	0
0	P_0	0	P	9	45	0	0
0	P_0	0	P	10	7	0	0
0	P_0	0	P	11	9;11;13;19	0	0
0	P_0	0	P	12	10	0	0
0	P_0	0	P	13	15;18	0	0
0	P_0	0	P	14	22;24;30;36	0	0
0	P_0	0	P	15	17;29;35;39;44	0	0
0	P_0	0	P	16	21;28;34;41;43;47;50	0	0
1	P_1	0	P	0	0;1;2;3;4	1	1
1	P_1	0	P	1	5;6;8	0.409973	0.409973
1	P_1	0	P	2	12	0.266167	0.266167
1	P_1	0	P	3	20;27	0.110344	0.110344
1	P_1	0	P	4	40	0.110344	0.110344
1	P_1	0	P	5	23	0.155823	0.155823
1	P_1	0	P	6	26;33;38;46;49	0.155823	0.155823
1	P_1	0	P	7	32;37	0	0
1	P_1	0	P	8	14;16;25;31	0.143806	0.143806
1	P_1	0	P	9	45	0.0723966	0.0723966
1	P_1	0	P	10	7	0.590027	0.590027
1	P_1	0	P	11	9;11;13;19	0.202021	0.202021
1	P_1	0	P	12	10	0.302113	0.302113
1	P_1	0	P	13	15;18	0.225745	0.225745
1	P_1	0	P	14	22;24;30;36	0.130395	0.130395
1	P_1	0	P	15	17;29;35;39;44	0.076368	0.076368
1	P_1	0	P	16	21;28;34;41;43;47;50	0.0858931	0.0858931
