1 #anatomical sites
5 #samples
28 #characters
#sample_index	sample_label	anatomical_site_index	anatomical_site_label	character_index	character_label	f-	f+
0	P_0	0	P	0	0	1	1
0	P_0	0	P	1	1	0.258582	0.258582
0	P_0	0	P	2	10	0.165966	0.165966
0	P_0	0	P	3	11	0	0
0	P_0	0	P	4	12	0.258582	0.258582
0	P_0	0	P	5	13	0.575452	0.575452
0	P_0	0	P	6	14	0	0
0	P_0	0	P	7	15	0	0
0	P_0	0	P	8	17	0	0
0	P_0	0	P	9	18	0	0
0	P_0	0	P	10	19	0	0
0	P_0	0	P	11	2	0.258582	0.258582
0	P_0	0	P	12	20	0	0
0	P_0	0	P	13	21	0	0
0	P_0	0	P	14	22	0	0
0	P_0	0	P	15	24	0	0
0	P_0	0	P	16	25	0	0
0	P_0	0	P	17	26	0	0
0	P_0	0	P	18	27	0	0
0	P_0	0	P	19	29	0	0
0	P_0	0	P	20	3	0	0
0	P_0	0	P	21	30	0.258582	0.258582
0	P_0	0	P	22	4	0.258582	0.258582
0	P_0	0	P	23	5	0.741418	0.741418
0	P_0	0	P	24	6	0.575452	0.575452
0	P_0	0	P	25	7	0	0
0	P_0	0	P	26	8	0	0
0	P_0	0	P	27	9	0	0
1	P_1	0	P	0	0	1	1
1	P_1	0	P	1	1	0	0
1	P_1	0	P	2	10	0	0
1	P_1	0	P	3	11	0	0
1	P_1	0	P	4	12	0	0
1	P_1	0	P	5	13	0	0
1	P_1	0	P	6	14	0	0
1	P_1	0	P	7	15	1	1
1	P_1	0	P	8	17	0	0
1	P_1	0	P	9	18	1	1
1	P_1	0	P	10	19	0	0
1	P_1	0	P	11	2	0	0
1	P_1	0	P	12	20	0	0
1	P_1	0	P	13	21	0	0
1	P_1	0	P	14	22	1	1
1	P_1	0	P	15	24	0	0
1	P_1	0	P	16	25	0	0
1	P_1	0	P	17	26	0	0
1	P_1	0	P	18	27	0	0
1	P_1	0	P	19	29	0	0
1	P_1	0	P	20	3	1	1
1	P_1	0	P	21	30	0	0
1	P_1	0	P	22	4	0	0
1	P_1	0	P	23	5	0	0
1	P_1	0	P	24	6	0	0
1	P_1	0	P	25	7	1	1
1	P_1	0	P	26	8	0	0
1	P_1	0	P	27	9	0	0
2	P_2	0	P	0	0	1	1
2	P_2	0	P	1	1	0	0
2	P_2	0	P	2	10	0	0
2	P_2	0	P	3	11	0	0
2	P_2	0	P	4	12	0	0
2	P_2	0	P	5	13	0	0
2	P_2	0	P	6	14	0.432495	0.432495
2	P_2	0	P	7	15	0	0
2	P_2	0	P	8	17	0	0
2	P_2	0	P	9	18	0	0
2	P_2	0	P	10	19	0	0
2	P_2	0	P	11	2	0	0
2	P_2	0	P	12	20	0	0
2	P_2	0	P	13	21	0	0
2	P_2	0	P	14	22	0	0
2	P_2	0	P	15	24	0	0
2	P_2	0	P	16	25	0	0
2	P_2	0	P	17	26	0.567505	0.567505
2	P_2	0	P	18	27	0	0
2	P_2	0	P	19	29	0	0
2	P_2	0	P	20	3	0	0
2	P_2	0	P	21	30	0	0
2	P_2	0	P	22	4	0	0
2	P_2	0	P	23	5	1	1
2	P_2	0	P	24	6	0.432495	0.432495
2	P_2	0	P	25	7	0	0
2	P_2	0	P	26	8	0	0
2	P_2	0	P	27	9	0.432495	0.432495
3	P_3	0	P	0	0	1	1
3	P_3	0	P	1	1	0.089849	0.089849
3	P_3	0	P	2	10	0	0
3	P_3	0	P	3	11	0.694045	0.694045
3	P_3	0	P	4	12	0	0
3	P_3	0	P	5	13	0	0
3	P_3	0	P	6	14	0	0
3	P_3	0	P	7	15	0	0
3	P_3	0	P	8	17	0	0
3	P_3	0	P	9	18	0	0
3	P_3	0	P	10	19	0.089849	0.089849
3	P_3	0	P	11	2	0.089849	0.089849
3	P_3	0	P	12	20	0	0
3	P_3	0	P	13	21	0	0
3	P_3	0	P	14	22	0	0
3	P_3	0	P	15	24	0.089849	0.089849
3	P_3	0	P	16	25	0.246694	0.246694
3	P_3	0	P	17	26	0	0
3	P_3	0	P	18	27	0.246694	0.246694
3	P_3	0	P	19	29	0	0
3	P_3	0	P	20	3	0.694045	0.694045
3	P_3	0	P	21	30	0	0
3	P_3	0	P	22	4	0	0
3	P_3	0	P	23	5	0.216106	0.216106
3	P_3	0	P	24	6	0	0
3	P_3	0	P	25	7	0.694045	0.694045
3	P_3	0	P	26	8	0.089849	0.089849
3	P_3	0	P	27	9	0	0
4	P_4	0	P	0	0	0.999999	0.999999
4	P_4	0	P	1	1	0.363685	0.363685
4	P_4	0	P	2	10	0	0
4	P_4	0	P	3	11	0	0
4	P_4	0	P	4	12	0	0
4	P_4	0	P	5	13	0	0
4	P_4	0	P	6	14	0.421163	0.421163
4	P_4	0	P	7	15	0	0
4	P_4	0	P	8	17	0.421163	0.421163
4	P_4	0	P	9	18	0	0
4	P_4	0	P	10	19	0	0
4	P_4	0	P	11	2	0.363685	0.363685
4	P_4	0	P	12	20	0.215151	0.215151
4	P_4	0	P	13	21	0.421163	0.421163
4	P_4	0	P	14	22	0	0
4	P_4	0	P	15	24	0	0
4	P_4	0	P	16	25	0	0
4	P_4	0	P	17	26	0	0
4	P_4	0	P	18	27	0	0
4	P_4	0	P	19	29	0.421163	0.421163
4	P_4	0	P	20	3	0	0
4	P_4	0	P	21	30	0	0
4	P_4	0	P	22	4	0.363685	0.363685
4	P_4	0	P	23	5	0.636314	0.636314
4	P_4	0	P	24	6	0.421163	0.421163
4	P_4	0	P	25	7	0	0
4	P_4	0	P	26	8	0	0
4	P_4	0	P	27	9	0.421163	0.421163
