1 #anatomical sites
5 #samples
32 #characters
#sample_index	sample_label	anatomical_site_index	anatomical_site_label	character_index	character_label	f-	f+
0	P_0	0	P	0	0	1	1
0	P_0	0	P	1	1	1	1
0	P_0	0	P	2	10	0.528033	0.528033
0	P_0	0	P	3	11	0.167246	0.167246
0	P_0	0	P	4	12	0	0
0	P_0	0	P	5	13	0.528033	0.528033
0	P_0	0	P	6	14	0.167246	0.167246
0	P_0	0	P	7	15	0.528033	0.528033
0	P_0	0	P	8	16	0.528033	0.528033
0	P_0	0	P	9	17	0.528033	0.528033
0	P_0	0	P	10	18	0	0
0	P_0	0	P	11	19	0	0
0	P_0	0	P	12	2	1	1
0	P_0	0	P	13	20	0.167246	0.167246
0	P_0	0	P	14	21	0	0
0	P_0	0	P	15	22	0	0
0	P_0	0	P	16	23	0.304722	0.304722
0	P_0	0	P	17	24	0	0
0	P_0	0	P	18	25	0	0
0	P_0	0	P	19	26	0.528033	0.528033
0	P_0	0	P	20	27	0.304722	0.304722
0	P_0	0	P	21	28	0	0
0	P_0	0	P	22	29	0	0
0	P_0	0	P	23	3	0.832755	0.832755
0	P_0	0	P	24	30	0.304722	0.304722
0	P_0	0	P	25	32	0	0
0	P_0	0	P	26	4	0.528033	0.528033
0	P_0	0	P	27	5	0.304722	0.304722
0	P_0	0	P	28	6	0.304722	0.304722
0	P_0	0	P	29	7	0.528033	0.528033
0	P_0	0	P	30	8	0.528033	0.528033
0	P_0	0	P	31	9	0.167246	0.167246
1	P_1	0	P	0	0	1	1
1	P_1	0	P	1	1	1	1
1	P_1	0	P	2	10	0	0
1	P_1	0	P	3	11	0	0
1	P_1	0	P	4	12	0	0
1	P_1	0	P	5	13	0	0
1	P_1	0	P	6	14	0	0
1	P_1	0	P	7	15	0	0
1	P_1	0	P	8	16	0	0
1	P_1	0	P	9	17	0	0
1	P_1	0	P	10	18	0	0
1	P_1	0	P	11	19	1	1
1	P_1	0	P	12	2	1	1
1	P_1	0	P	13	20	0	0
1	P_1	0	P	14	21	0	0
1	P_1	0	P	15	22	0	0
1	P_1	0	P	16	23	0	0
1	P_1	0	P	17	24	0	0
1	P_1	0	P	18	25	1	1
1	P_1	0	P	19	26	0	0
1	P_1	0	P	20	27	0	0
1	P_1	0	P	21	28	0	0
1	P_1	0	P	22	29	0	0
1	P_1	0	P	23	3	1	1
1	P_1	0	P	24	30	0	0
1	P_1	0	P	25	32	0	0
1	P_1	0	P	26	4	1	1
1	P_1	0	P	27	5	0	0
1	P_1	0	P	28	6	0	0
1	P_1	0	P	29	7	1	1
1	P_1	0	P	30	8	1	1
1	P_1	0	P	31	9	0	0
2	P_2	0	P	0	0	1	1
2	P_2	0	P	1	1	1	1
2	P_2	0	P	2	10	0	0
2	P_2	0	P	3	11	0	0
2	P_2	0	P	4	12	0	0
2	P_2	0	P	5	13	0	0
2	P_2	0	P	6	14	0	0
2	P_2	0	P	7	15	0	0
2	P_2	0	P	8	16	0	0
2	P_2	0	P	9	17	0	0
2	P_2	0	P	10	18	1	1
2	P_2	0	P	11	19	0	0
2	P_2	0	P	12	2	1	1
2	P_2	0	P	13	20	0	0
2	P_2	0	P	14	21	0	0
2	P_2	0	P	15	22	1	1
2	P_2	0	P	16	23	0	0
2	P_2	0	P	17	24	1	1
2	P_2	0	P	18	25	0	0
2	P_2	0	P	19	26	0	0
2	P_2	0	P	20	27	0	0
2	P_2	0	P	21	28	1	1
2	P_2	0	P	22	29	0	0
2	P_2	0	P	23	3	1	1
2	P_2	0	P	24	30	0	0
2	P_2	0	P	25	32	0	0
2	P_2	0	P	26	4	1	1
2	P_2	0	P	27	5	0	0
2	P_2	0	P	28	6	0	0
2	P_2	0	P	29	7	0	0
2	P_2	0	P	30	8	0	0
2	P_2	0	P	31	9	0	0
3	P_3	0	P	0	0	1	1
3	P_3	0	P	1	1	1	1
3	P_3	0	P	2	10	0	0
3	P_3	0	P	3	11	0	0
3	P_3	0	P	4	12	0.408247	0.408247
3	P_3	0	P	5	13	0	0
3	P_3	0	P	6	14	0	0
3	P_3	0	P	7	15	0	0
3	P_3	0	P	8	16	0	0
3	P_3	0	P	9	17	0	0
3	P_3	0	P	10	18	0.386538	0.386538
3	P_3	0	P	11	19	0.205215	0.205215
3	P_3	0	P	12	2	1	1
3	P_3	0	P	13	20	0	0
3	P_3	0	P	14	21	0.408247	0.408247
3	P_3	0	P	15	22	0	0
3	P_3	0	P	16	23	0	0
3	P_3	0	P	17	24	0	0
3	P_3	0	P	18	25	0	0
3	P_3	0	P	19	26	0	0
3	P_3	0	P	20	27	0	0
3	P_3	0	P	21	28	0	0
3	P_3	0	P	22	29	0.169584	0.169584
3	P_3	0	P	23	3	1	1
3	P_3	0	P	24	30	0	0
3	P_3	0	P	25	32	0.169584	0.169584
3	P_3	0	P	26	4	1	1
3	P_3	0	P	27	5	0	0
3	P_3	0	P	28	6	0	0
3	P_3	0	P	29	7	0.613462	0.613462
3	P_3	0	P	30	8	0.613462	0.613462
3	P_3	0	P	31	9	0	0
4	P_4	0	P	0	0	1	1
4	P_4	0	P	1	1	1	1
4	P_4	0	P	2	10	0	0
4	P_4	0	P	3	11	0	0
4	P_4	0	P	4	12	0	0
4	P_4	0	P	5	13	0	0
4	P_4	0	P	6	14	0	0
4	P_4	0	P	7	15	0	0
4	P_4	0	P	8	16	0	0
4	P_4	0	P	9	17	0	0
4	P_4	0	P	10	18	0	0
4	P_4	0	P	11	19	0	0
4	P_4	0	P	12	2	1	1
4	P_4	0	P	13	20	0	0
4	P_4	0	P	14	21	0	0
4	P_4	0	P	15	22	0	0
4	P_4	0	P	16	23	0	0
4	P_4	0	P	17	24	0	0
4	P_4	0	P	18	25	0	0
4	P_4	0	P	19	26	0	0
4	P_4	0	P	20	27	0	0
4	P_4	0	P	21	28	0	0
4	P_4	0	P	22	29	0	0
4	P_4	0	P	23	3	1	1
4	P_4	0	P	24	30	0	0
4	P_4	0	P	25	32	0	0
4	P_4	0	P	26	4	0.180269	0.180269
4	P_4	0	P	27	5	0.819731	0.819731
4	P_4	0	P	28	6	0.819731	0.819731
4	P_4	0	P	29	7	0	0
4	P_4	0	P	30	8	0	0
4	P_4	0	P	31	9	0	0
