1 #anatomical sites
10 #samples
11 #characters
#sample_index	sample_label	anatomical_site_index	anatomical_site_label	character_index	character_label	f-	f+
0	P_0	0	P	0	0	1	1
0	P_0	0	P	1	1	1	1
0	P_0	0	P	2	4;7;9;12;13;15;18;20;25;26;28;29;34;35;36;37;38;40;41	1	1
0	P_0	0	P	3	43	0	0
0	P_0	0	P	4	44	0	0
0	P_0	0	P	5	48	0	0
0	P_0	0	P	6	47;50	0	0
0	P_0	0	P	7	54	0	0
0	P_0	0	P	8	2;3	0	0
0	P_0	0	P	9	5	0	0
0	P_0	0	P	10	8	0	0
1	P_1	0	P	0	0	0	0
1	P_1	0	P	1	1	0	0
1	P_1	0	P	2	4;7;9;12;13;15;18;20;25;26;28;29;34;35;36;37;38;40;41	0	0
1	P_1	0	P	3	43	0	0
1	P_1	0	P	4	44	0	0
1	P_1	0	P	5	48	0	0
1	P_1	0	P	6	47;50	0	0
1	P_1	0	P	7	54	0	0
1	P_1	0	P	8	2;3	0	0
1	P_1	0	P	9	5	0	0
1	P_1	0	P	10	8	0	0
2	P_2	0	P	0	0	1	1
2	P_2	0	P	1	1	0	0
2	P_2	0	P	2	4;7;9;12;13;15;18;20;25;26;28;29;34;35;36;37;38;40;41	0	0
2	P_2	0	P	3	43	0	0
2	P_2	0	P	4	44	0	0
2	P_2	0	P	5	48	0	0
2	P_2	0	P	6	47;50	0	0
2	P_2	0	P	7	54	0	0
2	P_2	0	P	8	2;3	1	1
2	P_2	0	P	9	5	1	1
2	P_2	0	P	10	8	0	0
3	P_3	0	P	0	0	1	1
3	P_3	0	P	1	1	1	1
3	P_3	0	P	2	4;7;9;12;13;15;18;20;25;26;28;29;34;35;36;37;38;40;41	1	1
3	P_3	0	P	3	43	0.91804	0.91804
3	P_3	0	P	4	44	0.560494	0.560494
3	P_3	0	P	5	48	0	0
3	P_3	0	P	6	47;50	0.08196	0.08196
3	P_3	0	P	7	54	0.08196	0.08196
3	P_3	0	P	8	2;3	0	0
3	P_3	0	P	9	5	0	0
3	P_3	0	P	10	8	0	0
4	P_4	0	P	0	0	1	1
4	P_4	0	P	1	1	0	0
4	P_4	0	P	2	4;7;9;12;13;15;18;20;25;26;28;29;34;35;36;37;38;40;41	0	0
4	P_4	0	P	3	43	0	0
4	P_4	0	P	4	44	0	0
4	P_4	0	P	5	48	0	0
4	P_4	0	P	6	47;50	0	0
4	P_4	0	P	7	54	0	0
4	P_4	0	P	8	2;3	1	1
4	P_4	0	P	9	5	1	1
4	P_4	0	P	10	8	1	1
5	P_5	0	P	0	0	1	1
5	P_5	0	P	1	1	0.221532	0.221532
5	P_5	0	P	2	4;7;9;12;13;15;18;20;25;26;28;29;34;35;36;37;38;40;41	0	0
5	P_5	0	P	3	43	0	0
5	P_5	0	P	4	44	0	0
5	P_5	0	P	5	48	0	0
5	P_5	0	P	6	47;50	0	0
5	P_5	0	P	7	54	0	0
5	P_5	0	P	8	2;3	0.778468	0.778468
5	P_5	0	P	9	5	0	0
5	P_5	0	P	10	8	0	0
6	P_6	0	P	0	0	0	0
6	P_6	0	P	1	1	0	0
6	P_6	0	P	2	4;7;9;12;13;15;18;20;25;26;28;29;34;35;36;37;38;40;41	0	0
6	P_6	0	P	3	43	0	0
6	P_6	0	P	4	44	0	0
6	P_6	0	P	5	48	0	0
6	P_6	0	P	6	47;50	0	0
6	P_6	0	P	7	54	0	0
6	P_6	0	P	8	2;3	0	0
6	P_6	0	P	9	5	0	0
6	P_6	0	P	10	8	0	0
7	P_7	0	P	0	0	1	1
7	P_7	0	P	1	1	1	1
7	P_7	0	P	2	4;7;9;12;13;15;18;20;25;26;28;29;34;35;36;37;38;40;41	1	1
7	P_7	0	P	3	43	1	1
7	P_7	0	P	4	44	1	1
7	P_7	0	P	5	48	1	1
7	P_7	0	P	6	47;50	0	0
7	P_7	0	P	7	54	0	0
7	P_7	0	P	8	2;3	0	0
7	P_7	0	P	9	5	0	0
7	P_7	0	P	10	8	0	0
8	P_8	0	P	0	0	0	0
8	P_8	0	P	1	1	0	0
8	P_8	0	P	2	4;7;9;12;13;15;18;20;25;26;28;29;34;35;36;37;38;40;41	0	0
8	P_8	0	P	3	43	0	0
8	P_8	0	P	4	44	0	0
8	P_8	0	P	5	48	0	0
8	P_8	0	P	6	47;50	0	0
8	P_8	0	P	7	54	0	0
8	P_8	0	P	8	2;3	0	0
8	P_8	0	P	9	5	0	0
8	P_8	0	P	10	8	0	0
9	P_9	0	P	0	0	1	1
9	P_9	0	P	1	1	1	1
9	P_9	0	P	2	4;7;9;12;13;15;18;20;25;26;28;29;34;35;36;37;38;40;41	1	1
9	P_9	0	P	3	43	0	0
9	P_9	0	P	4	44	0	0
9	P_9	0	P	5	48	0	0
9	P_9	0	P	6	47;50	1	1
9	P_9	0	P	7	54	0	0
9	P_9	0	P	8	2;3	0	0
9	P_9	0	P	9	5	0	0
9	P_9	0	P	10	8	0	0
