1 #anatomical sites
4 #samples
5 #characters
#sample_index	sample_label	anatomical_site_index	anatomical_site_label	character_index	character_label	f-	f+
0	R1	0	P	0	v1	0.640000	1.000000
0	R1	0	P	1	v2	0.780000	1.000000
0	R1	0	P	2	v3	0.000000	0.090000
0	R1	0	P	3	v4	0.000000	0.000000
0	R1	0	P	4	v5	0.000000	0.000000
1	R2	0	P	0	v1	0.680000	1.000000
1	R2	0	P	1	v2	0.000000	0.000000
1	R2	0	P	2	v3	0.830000	1.000000
1	R2	0	P	3	v4	0.440000	1.000000
1	R2	0	P	4	v5	0.000000	0.020000
2	R3	0	P	0	v1	0.760000	1.000000
2	R3	0	P	1	v2	0.000000	0.220000
2	R3	0	P	2	v3	0.770000	1.000000
2	R3	0	P	3	v4	0.000000	0.000000
2	R3	0	P	4	v5	0.530000	1.000000
3	R4	0	P	0	v1	0.540000	1.000000
3	R4	0	P	1	v2	0.000000	0.000000
3	R4	0	P	2	v3	0.320000	1.000000
3	R4	0	P	3	v4	0.000000	0.430000
3	R4	0	P	4	v5	0.000000	1.000000
