1 #anatomical sites
3 #samples
6 #characters
#sample_index	sample_label	anatomical_site_index	anatomical_site_label	character_index	character_label	f-	f+
0	R1	0	P	0	v1	0.860000	1.000000
0	R1	0	P	1	v2	0.000000	0.000000
0	R1	0	P	2	v3	0.320000	1.000000
0	R1	0	P	3	v4	0.860000	1.000000
0	R1	0	P	4	v5	0.570000	1.000000
0	R1	0	P	5	v6	0.000000	0.000000
1	R2	0	P	0	v1	0.770000	1.000000
1	R2	0	P	1	v2	0.760000	1.000000
1	R2	0	P	2	v3	0.000000	0.000000
1	R2	0	P	3	v4	0.000000	0.040000
1	R2	0	P	4	v5	0.000000	0.050000
1	R2	0	P	5	v6	0.760000	1.000000
2	R3	0	P	0	v1	0.820000	1.000000
2	R3	0	P	1	v2	0.320000	1.000000
2	R3	0	P	2	v3	0.000000	0.020000
2	R3	0	P	3	v4	0.090000	0.610000
2	R3	0	P	4	v5	0.660000	1.000000
2	R3	0	P	5	v6	0.000000	0.040000
