1 #anatomical sites
4 #samples
7 #characters
#sample_index	sample_label	anatomical_site_index	anatomical_site_label	character_index	character_label	f-	f+
0	R1	0	P	0	v1	0.640000	1.000000
0	R1	0	P	1	v2	0.000000	0.050000
0	R1	0	P	2	v3	0.000000	0.000000
0	R1	0	P	3	v4	0.320000	1.000000
0	R1	0	P	4	v5	0.770000	1.000000
0	R1	0	P	5	v6	0.000000	0.120000
0	R1	0	P	6	v7	0.000000	0.000000
1	R2	0	P	0	v1	0.720000	1.000000
1	R2	0	P	1	v2	0.620000	1.000000
1	R2	0	P	2	v3	0.000000	0.010000
1	R2	0	P	3	v4	0.000000	0.000000
1	R2	0	P	4	v5	0.000000	0.010000
1	R2	0	P	5	v6	0.000000	0.050000
1	R2	0	P	6	v7	0.140000	0.430000
2	R3	0	P	0	v1	0.680000	1.000000
2	R3	0	P	1	v2	0.000000	0.000000
2	R3	0	P	2	v3	0.780000	1.000000
2	R3	0	P	3	v4	0.710000	1.000000
2	R3	0	P	4	v5	0.000000	0.050000
2	R3	0	P	5	v6	0.000000	0.080000
2	R3	0	P	6	v7	0.000000	0.000000
3	R4	0	P	0	v1	0.740000	1.000000
3	R4	0	P	1	v2	0.000000	0.000000
3	R4	0	P	2	v3	0.000000	0.000000
3	R4	0	P	3	v4	0.620000	1.000000
3	R4	0	P	4	v5	0.000000	0.070000
3	R4	0	P	5	v6	0.710000	1.000000
3	R4	0	P	6	v7	0.000000	0.040000
