1 #anatomical sites
3 #samples
12 #characters
#sample_index	sample_label	anatomical_site_index	anatomical_site_label	character_index	character_label	f-	f+
0	R1	0	P	0	v1	0.760000	1.000000
0	R1	0	P	1	v2	0.260000	1.000000
0	R1	0	P	2	v3	0.000000	0.060000
0	R1	0	P	3	v4	0.000000	0.000000
0	R1	0	P	4	v5	0.610000	1.000000
0	R1	0	P	5	v6	0.000000	0.190000
0	R1	0	P	6	v7	0.000000	0.010000
0	R1	0	P	7	v8	0.310000	1.000000
0	R1	0	P	8	v9	0.000000	0.000000
0	R1	0	P	9	v10	0.000000	0.010000
0	R1	0	P	10	v11	0.000000	0.000000
0	R1	0	P	11	v12	0.510000	1.000000
1	R2	0	P	0	v1	0.750000	1.000000
1	R2	0	P	1	v2	0.000000	0.110000
1	R2	0	P	2	v3	0.330000	1.000000
1	R2	0	P	3	v4	0.000000	0.100000
1	R2	0	P	4	v5	0.380000	1.000000
1	R2	0	P	5	v6	0.000000	0.000000
1	R2	0	P	6	v7	0.000000	0.000000
1	R2	0	P	7	v8	0.250000	0.850000
1	R2	0	P	8	v9	0.260000	1.000000
1	R2	0	P	9	v10	0.000000	0.410000
1	R2	0	P	10	v11	0.000000	0.170000
1	R2	0	P	11	v12	0.350000	1.000000
2	R4	0	P	0	v1	0.760000	1.000000
2	R4	0	P	1	v2	0.000000	0.000000
2	R4	0	P	2	v3	0.000000	0.320000
2	R4	0	P	3	v4	0.590000	1.000000
2	R4	0	P	4	v5	0.000000	0.000000
2	R4	0	P	5	v6	0.180000	1.000000
2	R4	0	P	6	v7	0.000000	0.080000
2	R4	0	P	7	v8	0.000000	0.000000
2	R4	0	P	8	v9	0.000000	0.000000
2	R4	0	P	9	v10	0.000000	0.080000
2	R4	0	P	10	v11	0.000000	0.010000
2	R4	0	P	11	v12	0.000000	0.090000
