1 #anatomical sites
4 #samples
10 #characters
#sample_index	sample_label	anatomical_site_index	anatomical_site_label	character_index	character_label	f-	f+
0	R1	0	P	0	v1	0.690000	1.000000
0	R1	0	P	1	v2	0.000000	0.000000
0	R1	0	P	2	v3	0.270000	0.990000
0	R1	0	P	3	v4	0.680000	1.000000
0	R1	0	P	4	v5	0.000000	0.010000
0	R1	0	P	5	v6	0.000000	0.000000
0	R1	0	P	6	v7	0.000000	0.380000
0	R1	0	P	7	v8	0.510000	1.000000
0	R1	0	P	8	v9	0.000000	0.000000
0	R1	0	P	9	v10	0.000000	0.270000
1	R2	0	P	0	v1	0.740000	1.000000
1	R2	0	P	1	v2	0.180000	0.540000
1	R2	0	P	2	v3	0.000000	0.010000
1	R2	0	P	3	v4	0.150000	0.610000
1	R2	0	P	4	v5	0.480000	1.000000
1	R2	0	P	5	v6	0.000000	0.000000
1	R2	0	P	6	v7	0.190000	0.710000
1	R2	0	P	7	v8	0.000000	0.020000
1	R2	0	P	8	v9	0.000000	0.010000
1	R2	0	P	9	v10	0.000000	0.010000
2	R3	0	P	0	v1	0.760000	1.000000
2	R3	0	P	1	v2	0.000000	0.010000
2	R3	0	P	2	v3	0.000000	0.000000
2	R3	0	P	3	v4	0.860000	1.000000
2	R3	0	P	4	v5	0.000000	0.000000
2	R3	0	P	5	v6	0.190000	1.000000
2	R3	0	P	6	v7	0.000000	0.010000
2	R3	0	P	7	v8	0.500000	1.000000
2	R3	0	P	8	v9	0.000000	0.000000
2	R3	0	P	9	v10	0.390000	1.000000
3	R4	0	P	0	v1	0.620000	1.000000
3	R4	0	P	1	v2	0.440000	1.000000
3	R4	0	P	2	v3	0.000000	0.040000
3	R4	0	P	3	v4	0.000000	0.060000
3	R4	0	P	4	v5	0.670000	1.000000
3	R4	0	P	5	v6	0.000000	0.000000
3	R4	0	P	6	v7	0.000000	0.000000
3	R4	0	P	7	v8	0.000000	0.020000
3	R4	0	P	8	v9	0.410000	1.000000
3	R4	0	P	9	v10	0.000000	0.020000
