1 #anatomical sites
3 #samples
4 #characters
#sample_index	sample_label	anatomical_site_index	anatomical_site_label	character_index	character_label	f-	f+
0	R1	0	P	0	v1	0.660000	1.000000
0	R1	0	P	1	v2	0.440000	0.820000
0	R1	0	P	2	v3	0.000000	0.000000
0	R1	0	P	3	v4	0.410000	0.590000
1	R2	0	P	0	v1	0.750000	1.000000
1	R2	0	P	1	v2	0.050000	0.480000
1	R2	0	P	2	v3	0.230000	0.720000
1	R2	0	P	3	v4	0.700000	1.000000
2	R3	0	P	0	v1	0.610000	1.000000
2	R3	0	P	1	v2	0.210000	0.620000
2	R3	0	P	2	v3	0.000000	0.130000
2	R3	0	P	3	v4	0.570000	0.890000
